ep,step,score,aug_score,exploration_rate
43,94,-164.75347498253473,-1032.563257141118,0.8288179964025905
44,78,-113.10166137364695,-746.5778364434555,0.8256331023485846
45,100,-147.23886244416548,-1102.3201952264487,0.8215562151893493
46,112,-185.9631161022762,-1280.4484171237618,0.817009094448315
47,64,-60.32485255996498,-552.7909201665481,0.8144395007952155
48,91,-335.614777987298,-1075.908976548757,0.8107826656700904
49,117,-55.887513497989566,-1231.1743756962526,0.8060936203587755
50,112,-168.8587603409071,-1377.075194387533,0.8016320814493492
51,86,-100.84200495784597,-844.747193920663,0.7982322897825024
52,95,-163.11462820735227,-1073.4533883747122,0.7944893073442906
53,113,-83.04869411143801,-1246.1703830361666,0.7900524909828055
54,98,-150.6376111613354,-981.1851630465819,0.78622991806896
55,92,-89.17162383191126,-949.7150657068172,0.7826606090442624
56,103,-122.19003772512055,-1077.7685084022569,0.7786791018730435
57,78,-96.94960677275037,-755.5714418853217,0.7756868762549972
58,115,-73.23321454877379,-1332.4386622961454,0.7712779282749878
59,91,-53.4689698144739,-754.9907458443137,0.767814888704098
60,91,-3.006488916139162,-608.6619119184563,0.7643673981883929
61,116,-118.77456677399996,-1466.8048832684058,0.7599847881617712
62,75,-52.34212908311678,-649.7271583985992,0.7571779700901596
63,127,-97.03758935769696,-1430.7706242366658,0.7524226250595083
64,93,-90.89639059195264,-913.3091887917543,0.7489693432889806
65,113,-68.32667282932597,-1209.6018485041443,0.7447867326410623
66,91,-81.66739521951119,-858.4844465873451,0.7414426385960293
67,98,-115.42804907457645,-1099.8062757999603,0.7378552585424059
68,60,-55.2232160417862,-524.2112739382807,0.735681738709305
69,96,-130.99543594039332,-1093.676134964742,0.7321954497837954
70,72,-65.14892748778405,-718.2647079903418,0.7296006994746604
71,131,-42.91179974744402,-1415.6390581577484,0.7248735566067268
72,108,-304.19909947035285,-1137.703728000124,0.7210057420125199
73,108,-139.4067334258117,-1186.685719514743,0.7171585654862885
74,120,-148.66589173860865,-1395.756959379185,0.7129040354364626
75,92,-71.59336615776223,-801.1957083312188,0.7096676096162942
76,111,-223.39439592683982,-1000.5377501005892,0.705775054787226
77,74,-85.6731581323228,-667.2442220531776,0.7032036072971128
78,122,-21.940730983807043,-1314.716446964485,0.6989619633421603
79,88,-64.1928120754731,-793.4471728704939,0.6959280065922901
80,126,-99.16912073124081,-1613.8953451238926,0.6915919125569284
81,67,-52.802349565290626,-566.9819417537378,0.6893133639543294
82,94,-69.97048390145686,-838.0986207821522,0.6861154178497575
83,113,-129.73088022400123,-1214.254869065102,0.6822838142225696
84,110,-118.62798969705206,-1234.2215052198294,0.6785753893607605
85,86,-47.48855434285226,-737.8089678280207,0.6756974918720464
86,84,-33.213340225242604,-657.0608382155971,0.6728990880244737
87,68,-86.55249708378015,-629.4473226605843,0.670648591503119
88,93,-28.1770412790257,-737.2311340345663,0.6675706158039094
89,101,-22.1124119641932,-767.1297210878434,0.6642410104343341
90,89,-25.142952472441564,-701.1204941556832,0.6613246976731718
91,78,-87.73502579148544,-715.2895248886533,0.6587834291358956
92,118,-91.5385514713092,-1256.0160339466493,0.6549407009456503
93,100,-26.146180385362854,-844.7495743889469,0.6517066744438653
94,135,-88.60614178478997,-1536.9305001828839,0.6473547262322961
95,134,-49.70144414449089,-1340.5669767583151,0.643063992535787
96,86,-34.6439077754555,-725.2741198570518,0.6403367019823459
97,112,-276.42685714488016,-1590.861232833313,0.6367925886946658
98,81,-55.45545116467119,-670.736983822935,0.6342504424677676
99,109,-42.02893233905884,-1037.087460821972,0.630834635661551
100,67,-87.95929149516408,-655.62802732714,0.6287562606090673
101,91,-37.453536828270416,-764.6216113578878,0.6259331436351329
102,73,-55.936822514419134,-625.3672803057325,0.6236837793685248
103,108,-18.53972101374724,-861.1830691134111,0.6203558979717966
104,82,-85.81521222483472,-803.0767812312024,0.6178484748581347
105,88,-47.73384688560769,-744.8785380520749,0.6151666042428452
106,75,-22.702767770743577,-568.1380855999948,0.6128946367393681
107,96,-5.1410026226643595,-725.8093720704761,0.6099902180591961
108,72,-91.2121890237474,-721.3072107484477,0.6078285379950189
109,73,-44.78454098318042,-604.5758158734834,0.6056442347551387
110,122,-37.02143047836881,-1188.5145545368384,0.6019910578081729
111,80,-29.11560435124227,-653.457561780666,0.5996178240209965
112,77,-32.55357372879001,-564.1454300687362,0.5973435433023765
113,89,-48.31047237434076,-759.8564890451037,0.594720940104493
114,102,-38.62550098660385,-969.5467144178873,0.5917250953352147
115,72,-35.93245585671198,-569.4628093320738,0.5896281431150148
116,89,-73.59005141813802,-777.9605458750991,0.5870394139472954
117,142,-23.317592412910756,-1329.3815827730361,0.5829152377769395
118,67,-39.234438174430494,-530.6751072583982,0.5809947400435876
119,89,-67.93344900114656,-905.8884690712221,0.5784439153460141
120,108,-54.42393148235609,-1060.8949406995584,0.575357426954606
121,96,-49.72432385222193,-811.3414245194298,0.5726308916605263
122,148,-34.397679758025845,-1519.1591553643816,0.5684373798033487
123,102,-8.181866030682556,-711.1836308757859,0.5655739357304925
124,89,-72.13978607108886,-870.095473564175,0.5630908152061013
125,113,-54.3625463568107,-1092.3292459570303,0.5599462410515917
126,120,-23.699484832710922,-1104.8528598268845,0.5566243702359993
127,109,-41.5962989145949,-1013.9669975621679,0.5536266248896021
128,90,-133.27727707140065,-942.3734368201333,0.5511683985629355
129,120,-31.734312230347186,-1208.029039416088,0.5478986021370778
130,100,-73.33171088606647,-884.997447918956,0.5451931379675069
131,71,28.012575145037317,-432.5900376297817,0.5432882498608298
132,71,-15.63756294701112,-533.4440000836163,0.541390017374787
133,108,-108.18738617273843,-1110.1589050357302,0.5385012429240232
134,113,-68.55853977781562,-1217.6315045466715,0.5354939889519448
135,105,-91.43455674491602,-1079.3434784895894,0.5327165782998312
136,118,-9.142559442588606,-1052.096553567715,0.529609206556239
137,76,-33.83175520650151,-564.480231027064,0.5276268417293112
138,91,36.42341001356286,-595.3121225961829,0.5252577960655015
139,121,-17.20549358527036,-1171.3044923218597,0.5221156067285292
140,97,-37.06015079152107,-822.9676066512268,0.5196153946199944
141,78,-43.31034305249197,-650.0430182528198,0.5176186715904778
142,137,-28.00253223451132,-1101.9077212718335,0.5141107174856793
143,94,-39.82824912801335,-957.1797244860226,0.5117255927336064
144,91,-46.47930818725598,-738.9824136637544,0.5094279437122774
145,71,-24.70551619865799,-552.4820363950062,0.5076480180976513
146,100,-55.89490332115391,-1008.6397648550186,0.5051413069683293
147,101,-48.48023399861029,-902.5135329008233,0.5026218413593608
148,100,-55.82846664339975,-872.538160490623,0.5001399489483606
149,94,-21.17767033381024,-800.9478994072842,0.4978196390789785
150,100,-78.54265302691596,-1178.3355408934124,0.4953614594245979
151,90,-9.316375820794576,-620.5441190506233,0.49316194349449566
152,108,-103.07767815852371,-1143.793737931054,0.49053050668048825
153,79,-24.60923355239845,-599.4031923653506,0.48862111570188355
154,94,-18.46733701999598,-744.2457062530076,0.48635424539981
155,77,-71.27869482453181,-663.3071112197186,0.48450956027134867
156,374,-225.80209981822608,-1401.4407129812537,0.47555697550625736
157,119,-27.786285918574123,-1148.8677803840444,0.4727593804313375
158,120,-4.8518913810298585,-1185.680740113665,0.4699547440689195
159,331,-267.656756206196,-1030.6869291596358,0.4622639222884157
160,84,-22.99658229051093,-685.8541500329776,0.4603494544173838
161,84,-36.114291627868596,-657.2022607689489,0.4584429153226472
162,96,-76.02202161872208,-1061.6042558821418,0.45627042092109865
163,90,22.93892099841534,-525.7810242594924,0.45424447796539086
164,77,-24.22771460170577,-604.4126405080654,0.4525215814529945
165,109,-64.48557613383149,-1087.0248551663294,0.4500844900544093
166,89,-86.72646261586817,-761.0201416893207,0.44810841943948515
167,73,-52.134825216896346,-661.1217486879893,0.4464980892045342
168,94,28.45048139526378,-568.1643770057442,0.4444266411524041
169,101,1.2291341919008971,-607.2993890716205,0.4422099987542346
170,690,-99.1454992244248,-1367.876627702382,0.4272349167509496
171,221,-165.34711917334062,-1140.0984875479032,0.4225609696561103
172,84,-38.85875469237324,-640.6498077900677,0.42081093172117046
173,119,-173.77032589000618,-877.7873628849246,0.41833539534868336
174,132,-61.52188978252947,-1059.540951322782,0.4156041847080471
175,109,-39.443303343813284,-880.3479230468821,0.4133659149209668
176,107,-47.08052103121774,-1104.026446386175,0.41118081656967936
177,1000,-2.277508053831516,-1798.4786982085104,0.3911463599042006
178,82,-63.52247607713887,-770.9675731212487,0.38956538126459256
179,109,-1.9426600543876873,-847.5001292375006,0.3874673455492174
180,99,-13.935736322287767,-666.1471279500763,0.3855733522789703
181,123,-6.462316919036326,-1044.9770226431185,0.38322845541390915
182,92,5.805709839981901,-691.3578650086909,0.38148868342992065
183,88,-68.94564788581958,-760.0015237115151,0.37983277048072883
184,1000,62.42248425975717,-992.1368539527765,0.36132572230710586
185,114,29.00066430814897,-851.0205827127737,0.35928993758860256
186,112,-45.164862146668995,-1111.3138728375293,0.35730135214910574
187,112,6.3073298498308645,-699.6794231212447,0.3553237730630756
188,118,-34.61568339463014,-1208.815905756463,0.35325114552111553
189,111,-78.98825436579432,-1168.8859392863724,0.3513135490551931
190,97,35.699151720516,-579.1754508415333,0.34963124272701485
191,117,6.749316439989514,-1093.0224522668605,0.34760920055860806
192,89,-27.169889202907328,-661.9469725066863,0.3460830419331062
193,70,-32.394526796465115,-570.6118879374611,0.3448910829507623
194,61,-41.98566136415778,-495.90431186835923,0.34385793437073126
195,78,-48.367440575356135,-630.2649710938282,0.3425365935029492
196,132,8.646117528556317,-1014.6564687596347,0.3403002549110331
197,1000,61.79360698535301,-444.8181469030725,0.3237193969635634
198,76,-3.403680692964741,-486.9032267207067,0.32250769229832993
199,107,-58.647616834002505,-1065.7821772457983,0.3208028806501481
200,89,18.324740203432683,-579.3247283712403,0.3193944136630737
201,95,-33.42388255382512,-880.4357629814235,0.3178967447557818
202,79,-45.914355544323456,-662.9095673653725,0.31665933104083865
203,117,1.6409490925560704,-1001.5852822160973,0.31482797719674316
204,107,-44.512905785101495,-838.960328117697,0.3131637613795216
205,110,-41.96541991284565,-753.6537862402803,0.3114616188776643
206,119,22.08353630469223,-1031.1993863040857,0.30962935999833424
207,105,3.269611058217464,-815.7839706154341,0.3080234262242694
208,1000,73.00741611028776,-883.7078192552632,0.2930152309584376
209,106,15.005081418286409,-549.5032867404263,0.2914808937964746
210,90,-65.67598030775038,-945.4041903546373,0.29018665328375803
211,223,-27.188862488144082,-1018.5778258745602,0.2869833127789838
212,132,14.673219716526233,-1079.4511757955183,0.28510966812385324
213,93,-4.4055694598228,-732.6543202232733,0.28380114285262625
214,86,32.60477202462445,-513.3019879787932,0.2825975174204111
215,146,16.42652371299326,-1071.0677335378073,0.28055604366649806
216,434,-141.20298811486276,-1217.6989632875911,0.2745471362333556
217,138,-25.522095045925383,-873.1495719141446,0.27267286819007014
218,78,-43.74492319295797,-619.5394893735148,0.2716250697586213
219,96,38.873881283684824,-594.2598179490276,0.270337877997886
220,79,-8.34769749859808,-585.9291641212485,0.2692855872669438
221,122,5.29967592631067,-930.6958359612843,0.26766128731806127
222,96,45.12336681358522,-529.2716672388462,0.266392879346699
223,107,-6.7281084056193805,-1051.6297222967435,0.2649846968612939
224,125,-125.53692653580931,-884.8982189436568,0.26334683341725346
225,95,53.15687857002649,-501.8856438212779,0.26211197661522134
226,110,23.37736862935448,-738.4532233817471,0.26068731645123155
227,360,-76.70482597874769,-1096.0257476251768,0.25604961110858176
228,587,154.16430752557773,-649.7948624699449,0.248656017753859
229,112,-22.8044495130559,-914.3600107407798,0.24727976508263946
230,122,16.429567956562153,-1158.5314989937826,0.2457882017432867
231,126,13.25730423649344,-777.9588724931554,0.24425677788126965
232,87,5.291192706267722,-674.0398083370517,0.2432087025112726
233,91,6.878914708775412,-649.2425556606224,0.2421166949094667
234,124,18.28932478578365,-934.7534274959789,0.2406322095947006
235,84,21.066498925692045,-489.8308418255611,0.23963563034247637
236,107,-55.082006314218916,-702.7111566433772,0.23836888966098796
237,110,-2.1388198312921816,-871.7911348648911,0.23707328056360963
238,210,44.72772068342016,-917.1046474933818,0.2346087030131583
239,1000,110.3897259612954,-764.1287961425206,0.22317758146163796
240,63,-13.02840299786925,-459.5860275009079,0.22248678497682903
241,1000,66.73431887818052,-1256.2295293137781,0.21164629419361028
242,86,-16.302048008118703,-566.0190060764298,0.21074868377610137
243,1000,72.80948538487496,-1282.3638784464003,0.20048012259262182
244,406,231.92178449283935,-980.0378636394837,0.19646112928076617
245,84,57.54414107608076,-448.7916860174907,0.19564748473318247
246,1000,27.74587869473667,-898.5146780079538,0.186114717403964
247,1000,117.14263671767156,-1608.2544201392398,0.17704642654413066
248,112,24.894684911187596,-916.8291358794597,0.17606651614557187
249,613,285.6546349284072,-907.0726041626285,0.17076034653551023
250,87,11.844097223183994,-599.9152352697633,0.17002763518588684
251,167,-17.65667804099354,-855.6077171540984,0.16862221125576018
252,201,-246.76199499322476,-1004.253672645803,0.16694435048269846
253,272,258.4358404136201,-467.94310637637193,0.16469745545335435
254,72,-51.52489889716671,-576.4378041990653,0.16411380149377616
255,96,-21.06442210883435,-595.5643456258306,0.1633360900207758
256,77,-15.282078079510327,-554.6652002275023,0.16271657521433125
257,111,15.071066453148205,-1022.6629813452913,0.16182406838150215
258,84,5.3042830989258505,-561.7409618388369,0.16115387335926823
259,88,-41.57779747588364,-784.4899342392176,0.1604543590688081
260,113,-39.28993053788609,-1000.3377185767348,0.15955830355363987
261,1000,35.1603437402017,-1194.4173482676772,0.1517839527343794
262,101,29.82417956072237,-831.6017048053127,0.15102690823290585
263,1000,106.61696450257658,-567.4781190004592,0.14366824283222898
264,110,-14.373021802648822,-755.4993026533797,0.14288736122187076
265,301,231.1805489455466,-813.5375434829734,0.14075999277127396
266,89,35.97521194444829,-530.9136507082557,0.14014199394745622
267,1000,169.6640267690528,-1069.271998131173,0.13331368729595133
268,832,225.43698740275715,-425.05404498387713,0.12788786989127052
269,91,23.921456705670792,-619.5442122259326,0.12731365307806428
270,79,42.14131835055244,-449.84760168102827,0.12681808442875536
271,257,259.35857009628467,-421.65841499788974,0.12520511763391204
272,105,-2.486335232715348,-642.6718467593669,0.12455572467229135
273,113,-20.805397447234,-861.268920632114,0.1238601446663252
274,394,163.6743113044125,-825.2191964419851,0.12144998989260106
275,423,197.4652345505599,-973.6981204986516,0.11891417860154364
276,226,-123.41677436972759,-1020.3520335433507,0.11758385791886937
277,508,261.33741073392366,-681.3826635972877,0.11464049824457491
278,203,-114.57666180226263,-1209.4744366426173,0.11348842815803359
279,159,-128.4727051251159,-737.2750440754517,0.11259537943634063
280,905,255.72675292217198,-609.6498795141387,0.10761925156614081
281,325,245.8363795918462,-490.8059826598868,0.10588982265227913
282,617,229.37162094413793,-970.1606205313965,0.1026780510065609
283,243,205.26903024937081,-1001.9382534635515,0.1014431022232877
284,510,247.49483226234975,-504.4194009279785,0.09889388788954212
285,306,250.26886962475731,-473.9223093880935,0.09739716023658383
286,769,-50.910974646345224,-549.9827857130218,0.09372791788158386
287,465,177.750479167552,-735.3362768520672,0.09157840718684039
288,79,40.936550506372356,-442.1780572561735,0.09122193805365465
289,86,-19.568933555457974,-634.105244595159,0.09083505784762841
290,322,281.3666767345886,-423.5416003134643,0.08938875662684956
291,124,5.559067618028379,-1064.3734807857118,0.08884068910689855
292,291,253.366536324172,-637.9535607789902,0.08756176177292457
293,207,268.356990900195,-642.2147347639992,0.08666448211759445
294,258,284.2224374652369,-240.97644903898527,0.0855579406143541
295,466,174.16252581240897,-764.3613579734108,0.0835916164333367
296,274,232.41665051753037,-696.7059693348916,0.08245831491611913
297,134,1.4711328305973552,-945.7394454126501,0.08191177272521387
298,71,-16.67282083803778,-558.8050541448033,0.08162557550299133
299,71,15.17794700015051,-496.00051557969584,0.08134037824508741
300,74,42.336966507606775,-448.033237559251,0.08104401963895012
301,397,190.70363377792637,-355.96433763984584,0.07945509063495182
302,348,289.3658654393495,-315.5904317672403,0.0780884009622005
303,741,227.06499355665443,-699.9100776872843,0.0752518588445191
304,202,238.34701173294525,-654.5286495675487,0.07449934655835536
305,288,280.95966071260546,-635.5375287727027,0.07343788857483703
306,1000,64.193107118698,-1088.751194322615,0.06985968614669096
307,63,-57.70473130377228,-533.8442403297336,0.06964345105128426
308,340,225.51137234536438,-614.8307603422826,0.06847291362242247
309,284,238.06391616856226,-997.698912317479,0.06751082070261792
310,289,227.6669047457401,-724.5632312148231,0.06654560697206863
311,439,237.01801019827394,-753.1077749737111,0.06510406464482807
312,319,193.52068031239241,-424.0628605926411,0.06407707058136176
313,186,247.9759546570822,-425.06360807070735,0.06348707586095965
314,581,271.7405487278891,-270.55016438645504,0.06167234605821918
315,615,233.14641584388457,-267.5192945662187,0.0598077267744801
316,259,235.79892291014679,-428.9565195862425,0.05904114303032222
317,81,-11.453582731053359,-573.8441611074154,0.05880544427746151
318,268,251.21561877560728,-440.0615442825051,0.058025589214925954
319,480,252.23791281535065,-728.15016025835,0.05665235217756899
320,225,263.54029802197886,-387.48034979085975,0.05602137015384759
321,353,229.44693516121177,-358.7120228662766,0.05504399572930408
322,94,54.71439123785788,-430.26670372645685,0.05478862895284582
323,78,-14.960326738626108,-514.6430106553885,0.054578093009687696
324,434,222.95109228238135,-652.3949482430922,0.05340914756660715
325,284,227.96054644705617,-596.1573483869964,0.0526587112260423
326,126,-51.72914394995789,-707.0497029560261,0.05233061245505711
327,101,-131.48242530987153,-708.8498915183966,0.05206960592765975
328,110,21.068721598985277,-938.4784369645238,0.051786591415016237
329,278,200.6598140795549,-355.27614145554116,0.05107427350415341
330,325,245.09703715573562,-899.6058040214672,0.050253515841680085
331,243,213.96674871052858,-736.281351823553,0.0496490972961828
332,525,190.02006925084254,-672.8001674110936,0.04836515197872914
333,217,243.44282958307974,-1037.2883423825194,0.04784560594727358
334,406,222.1702317348026,-411.8933477902977,0.04688645265158995
335,245,269.34328615121984,-323.68787636592555,0.04631789894500961
336,87,-96.188869276513,-881.1974443732386,0.04611915461744022
337,371,228.41805037552584,-850.9831920635276,0.045273773013590174
338,312,283.2973146207156,-432.13727033217515,0.044575193907961656
339,303,255.6468295795036,-455.0069890494224,0.043907148217328336
340,339,268.37091034987816,-513.113522049278,0.04317133415908524
341,126,28.56994019287609,-605.0655312656709,0.04290234805309067
342,201,217.86980070591994,-685.068398821641,0.04247545193819312
343,624,259.70322998269296,-409.71637427079685,0.04117270467139126
344,308,254.78641789011414,-673.6817922788259,0.04054551397863379
345,163,-33.60955390011338,-764.0957335875434,0.04021841368249428
346,349,238.68020293015832,-586.630649129471,0.039524649195228724
347,613,272.6154073726241,-401.3701893236683,0.038333482941705174
348,79,-20.751287368297696,-676.4032563838955,0.03818426978266494
349,348,262.9977335407717,-924.4385594144719,0.03752747049194003
350,223,227.51750803895118,-736.5282983764275,0.037113208619768356
351,895,155.85222253386584,-1016.539953747556,0.035490739957959754
352,71,-0.8442197559071616,-508.1030634237122,0.035366736400807265
353,345,150.05340255984657,-535.3753801160321,0.03476361516840293
354,135,-175.72500473376053,-711.4951954990846,0.03453147169221574
355,90,0.8521993146768807,-624.4431338817324,0.03437814421662825
356,279,211.64283008015565,-580.2253462121814,0.033903581996307615
357,184,-8.503515888306538,-1064.5040190409154,0.033594771463484774
358,246,199.08482837871955,-504.7368766939363,0.0331857357460403
359,918,220.90150766538505,-1062.2272338671776,0.031698488270117085
360,250,263.9548886960396,-397.9667009266128,0.03130627885567555
361,341,249.00632107757502,-797.6074169284062,0.030778557265051236
362,114,13.249778379323658,-1029.2822341205451,0.030605144433720862
363,256,282.2328843989651,-354.1979163320666,0.030217396295679398
364,234,253.4946310242388,-677.6691304005928,0.029867397579961416
365,1000,92.44850738821516,-964.7920686735606,0.02841213250335017
366,382,234.80807570387987,-410.70151497962513,0.02787599093815257
367,285,265.25548952668714,-377.2577269557882,0.02748293931172633
368,233,273.14023621293745,-316.4072842600512,0.027165971260489526
369,234,251.41214234288842,-499.98944693259443,0.026851316253176338
370,816,224.31145458855468,-583.5096034484524,0.025779093228242015
371,284,242.53749203893884,-425.3621130435554,0.02541687871506044
372,262,258.72679869955357,-307.712378217057,0.025087335157826903
373,236,223.78007288474709,-917.9816884229682,0.024794276733220114
374,97,46.00752638242608,-468.7719257985295,0.024675546417343968
375,246,33.62656084159596,-1202.2084342195633,0.02437510740875821
376,168,4.520315698963543,-1162.0814780298042,0.02417241760224798
377,320,230.73271231399832,-588.519816346,0.023789916534174345
378,233,233.10819898780602,-683.3938940143945,0.02351554109720256
379,258,278.56108364289673,-323.9105938825673,0.023215292119081354
380,274,230.58954362105897,-585.8590891766326,0.02290054852512073
381,221,222.7898772259142,-731.4802256028254,0.022650016679401752
382,363,-81.32289849202806,-1067.830881243381,0.022243729213998344
383,207,230.5858208686015,-522.8521284759128,0.02201578901181107
384,361,224.05679090457016,-893.9066250524858,0.02162304033332827
385,261,205.75804645066765,-631.0408686122693,0.02134375312698003
386,423,302.37268519135023,-397.8660268963895,0.020898106896619705
387,284,193.90764826291158,-781.8929960454165,0.02060447369746269
388,312,220.51242238956684,-960.4196103767204,0.02028654448923881
389,481,180.1590231792071,-674.1333178494232,0.01980545160154134
390,362,255.0805088375899,-887.6023354498923,0.019451161430836285
391,431,-321.7158297992502,-1169.1826216750285,0.019037414830416148
392,348,172.65279153072794,-471.65252850971,0.018709956412878714
393,224,301.6716324291212,-463.69580209860385,0.0185024939648221
394,280,252.5547648154522,-657.6034402331952,0.018246169783884606
395,124,18.05984267342069,-547.1909771363144,0.01813429740306828
396,282,240.6309074232609,-817.5230608916123,0.017881285768131534
397,227,278.89425066546926,-875.2644231442564,0.01768035958675101
398,362,225.14826234048115,-647.9931236178156,0.0173640841620781
399,301,243.00270131284705,-770.5942371025834,0.01710556021353548
400,620,284.2590548886062,-595.6194615748259,0.016584239150185226
401,415,273.93450348482645,-1003.119036371744,0.016244465693325126
402,278,-172.9769559606602,-1444.6181023837235,0.016021025154962176
403,173,301.61853556102284,-256.5274948063294,0.0158838316862688
404,87,-26.701515230246073,-684.8545618745381,0.015815676145546617
405,273,222.33830487920116,-770.1881374315725,0.0156020336707046
406,309,222.02523538458172,-653.3590817187245,0.015363597065472556
407,233,301.6733940161163,-376.3428560033116,0.015186404612853305
408,385,236.00113015935773,-701.1294806723057,0.014897599822345956
409,269,254.89191995965368,-559.4706396464352,0.014699298612572867
410,415,210.29362791956714,-677.2595680151753,0.014398143313388852
411,321,233.68639068474073,-1004.9506131114351,0.014169600524747042
412,288,227.68039230890952,-727.6020736387666,0.013967713712377811
413,620,-142.664291462538,-1082.8793664215111,0.013542023862164859
414,295,213.0664530583108,-619.4126121699422,0.013344407211970544
415,266,224.0828246851904,-374.07403242176065,0.01316875568631981
416,311,217.38870306299341,-584.1804493741563,0.01296620870382398
417,268,234.76097789369845,-543.8449349480414,0.012794255857895988
418,207,202.41463236175613,-544.7842434827219,0.012663148108874787
419,99,26.772731032264474,-737.7935220188972,0.01260124891253257
420,438,204.48415965125872,-939.9912385687608,0.012328891159242506
421,343,268.04424223451855,-986.175111486026,0.012119854253804107
422,254,242.84980154246097,-465.65459506092327,0.011967499961226598
423,357,230.41594495871732,-616.2652489989118,0.011756357922430674
424,308,229.26614392516348,-826.1282560168507,0.011577271356985847
425,250,242.5257508561525,-481.7166025086732,0.011434024310594853
426,360,199.578843504439,-1069.2663972673304,0.011230609597692414
427,296,265.3159663385218,-501.0536833263267,0.011066169720581921
428,256,227.6666606887448,-629.7203839654242,0.010925968235380664
429,347,236.18046116200676,-1109.9421315256009,0.010738569968880583
430,534,209.6103236828807,-1034.1887983302693,0.01045615984847433
431,386,238.5133531796148,-645.9745375333029,0.010256798793900387
432,522,276.3699992318082,-423.80747643272343,0.01
433,219,226.20037340637077,-545.8844445917405,0.01
434,254,-136.51651826287878,-1040.8492690354703,0.01
435,395,174.49322318717537,-905.8589875680516,0.01
436,241,-49.828264070622026,-965.880073921236,0.01
437,266,287.05752564818454,-505.930190118464,0.01
438,402,275.64552324891145,-589.6347998448441,0.01
439,215,258.1563983794284,-517.7635971188332,0.01
440,440,-100.9110558187452,-1251.785890587218,0.01
441,333,166.37434037642282,-738.2443481968232,0.01
442,343,260.78958305139844,-582.2181231165928,0.01
443,284,212.90674882842052,-912.2752461498266,0.01
444,345,192.47447181337475,-899.7376114931375,0.01
445,277,205.12393522551716,-702.5493686598682,0.01
446,276,227.77253872679944,-497.19743208994794,0.01
447,173,217.10136240201206,-406.3504000954131,0.01
448,113,28.712603526750797,-568.4948062127438,0.01
449,389,253.86525104594637,-1121.536427684321,0.01
450,246,257.5298093633369,-410.4536366625637,0.01
451,287,229.31440873288818,-601.3862127899582,0.01
452,351,275.1091623812016,-600.8315014033308,0.01
453,282,225.98981556027775,-782.0322618696449,0.01
454,459,221.17784292358763,-575.6844744559749,0.01
455,438,175.68354190589332,-948.9540546314627,0.01
456,233,-2.4705711692147503,-772.5792284487034,0.01
457,193,273.81409373913186,-389.0327906810096,0.01
458,321,215.36677966745071,-1081.6802241754378,0.01
459,433,250.04978838058713,-1054.741744722393,0.01
